Iteration	Posterior	Likelihood	Prior	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	rate_log_sd	tree_length	two_beta
0	-429.1553	-586.8982	157.7429	0.424107	0.0946948	0.475403	0.00579522	1.089205	2.458618	0.4270707	0.333907
6	-433.5335	-589.5188	155.9853	0.509566	0.12137	0.357581	0.0114835	3.583376	2.452368	0.4006212	0.2776648
12	-445.5397	-601.918	156.3783	0.378247	0.0797679	0.376023	0.165962	2.733621	2.026426	0.7391149	0.7822547
18	-431.9259	-588.2068	156.2808	0.533795	0.185022	0.208536	0.0726472	2.733621	2.034672	0.8587093	0.7822547
24	-430.4592	-585.3761	154.9169	0.656966	0.114174	0.175733	0.0531266	4.788496	2.091356	1.466555	0.2977092
30	-436.8299	-591.293	154.463	0.298277	0.297855	0.310115	0.0937521	2.432427	2.581069	0.3876681	2.764328
36	-434.5595	-591.6997	157.1402	0.283498	0.359634	0.212085	0.144783	1.636748	2.508848	0.3855186	0.3900528
42	-440.7832	-598.4061	157.623	0.571309	0.0919535	0.260599	0.0761386	0.9311467	1.556921	1.667064	0.4142171
48	-426.3025	-582.7722	156.4697	0.462318	0.232996	0.233441	0.0712452	1.836205	1.721767	1.819751	0.3644822
54	-436.3656	-593.6968	157.3312	0.419594	0.19754	0.281255	0.101611	1.50384	2.059573	0.8274692	0.6439916
60	-436.4555	-593.3049	156.8493	0.282758	0.314226	0.387074	0.0159422	1.434367	2.217047	1.371846	0.449212
66	-430.9875	-586.6205	155.633	0.195972	0.403698	0.379207	0.0211226	2.77195	1.992037	1.725695	0.4217098
72	-433.7291	-589.078	155.3488	0.288229	0.517044	0.116986	0.0777408	3.548087	1.733345	1.094209	1.319996
78	-436.3785	-590.5443	154.1658	0.351143	0.230729	0.20421	0.213918	3.548087	1.602438	1.751285	1.880005
84	-432.3313	-585.3382	153.0069	0.372561	0.252565	0.28874	0.0861352	8.351976	1.820862	1.751285	0.813455
90	-447.0664	-603.9817	156.9153	0.227011	0.326411	0.343967	0.102611	2.176035	1.594237	1.265738	0.5500242
96	-445.464	-603.2503	157.7863	0.145176	0.469363	0.221609	0.163852	0.7211474	1.467508	1.83154	0.2471557
102	-443.849	-598.7239	154.875	0.384892	0.255125	0.21738	0.142604	4.065782	1.655852	1.505814	1.086136
108	-445.7302	-601.75	156.0198	0.238263	0.255914	0.332183	0.17364	1.171917	1.523971	2.026849	1.286384
114	-437.9195	-593.9107	155.9912	0.223397	0.396892	0.193315	0.186396	4.098893	1.936934	0.9398792	0.3218211
120	-433.4839	-589.0743	155.5904	0.453478	0.171554	0.250192	0.124777	4.389753	1.696015	1.359725	0.3688068
126	-444.3952	-596.1235	151.7283	0.335287	0.378313	0.202855	0.0835454	18.19553	1.705622	1.419633	0.4791506
132	-437.4029	-594.9937	157.5908	0.377563	0.127364	0.375158	0.119915	1.388132	1.770539	1.170136	0.4388442
138	-449.6739	-607.6505	157.9766	0.346197	0.0210414	0.51546	0.117301	0.8981252	1.823227	1.152997	0.4923996
144	-436.3655	-593.1113	156.7458	0.611266	0.0748318	0.221001	0.0929015	2.624207	1.987497	0.9375552	0.3630083
150	-448.1911	-603.0791	154.888	0.428039	0.175521	0.29746	0.0989806	3.353055	2.001751	0.7829634	2.034552
156	-436.7484	-588.8636	152.1153	0.671745	0.0821071	0.184691	0.0614565	11.24897	1.957927	0.7835758	2.053212
162	-436.4836	-593.1309	156.6474	0.443426	0.0723655	0.340953	0.143256	0.893468	2.076273	0.7835758	2.053212
168	-435.2143	-593.6446	158.4303	0.203476	0.383669	0.182883	0.229972	0.2433155	1.803421	0.8988748	0.8868162
174	-453.3583	-609.3819	156.0236	0.279344	0.526722	0.169334	0.0245994	2.390331	1.802605	0.8988748	1.489979
180	-445.2609	-602.2433	156.9824	0.556626	0.259104	0.168793	0.0154769	2.390331	1.932439	0.8808529	0.3948237
186	-442.1014	-599.1845	157.0831	0.270612	0.26479	0.447419	0.0171801	1.933611	1.885821	1.057296	0.5078895
192	-438.671	-596.8281	158.1571	0.357446	0.433457	0.157317	0.05178	1.055497	1.988648	0.5854299	0.4434992
198	-424.4128	-581.9581	157.5453	0.509138	0.218086	0.225022	0.0477539	1.485543	1.78255	0.9434105	0.62312
204	-434.7444	-590.6926	155.9483	0.570731	0.123494	0.252244	0.053531	2.851886	1.7716	1.24188	0.9019685
210	-436.0324	-591.5918	155.5594	0.182231	0.52762	0.260963	0.0291854	3.451826	1.622223	1.222468	1.114711
